iter	Passed	Remaining
1664	30688	61470
1665	30704	61446
1666	30725	61432
1667	30745	61417
1668	30767	61405
1669	30781	61379
1670	30797	61355
1671	30812	61329
1672	30834	61319
1673	30849	61292
1674	30868	61277
1675	30884	61253
1676	30903	61234
1677	30916	61206
1678	30933	61184
1679	30954	61172
1680	30971	61151
1681	30989	61130
1682	31010	61119
1683	31028	61098
1684	31051	61090
1685	31066	61063
1686	31080	61037
1687	31096	61013
1688	31121	61007
1689	31148	61007
1690	31163	60982
1691	31179	60959
1692	31199	60942
1693	31215	60919
1694	31261	60955
1695	31277	60932
1696	31298	60918
1697	31313	60893
1698	31339	60890
1699	31361	60877
1700	31380	60861
1701	31395	60835
1702	31411	60811
1703	31429	60792
1704	31444	60767
1705	31460	60744
1706	31476	60722
1707	31491	60696
1708	31509	60677
1709	31523	60649
1710	31539	60626
1711	31555	60603
1712	31571	60580
1713	31586	60556
1714	31608	60544
1715	31626	60524
1716	31644	60505
1717	31660	60482
1718	31678	60463
1719	31709	60468
1720	31732	60458
1721	31747	60434
1722	31768	60421
1723	31784	60398
1724	31801	60376
1725	31818	60355
1726	31834	60332
1727	31849	60306
1728	31868	60289
1729	31883	60265
1730	31900	60244
1731	31930	60247
1732	31948	60227
1733	32005	60282
1734	32055	60323
1735	32081	60318
1736	32231	60547
1737	32310	60642
1738	32371	60703
1739	32407	60717
1740	32461	60765
1741	32512	60807
1742	32528	60784
1743	32545	60761
1744	32560	60736
1745	32577	60714
1746	32597	60698
1747	32612	60673
1748	32719	60818
1749	32810	60934
1750	32827	60911
1751	32845	60891
1752	32865	60874
1753	32893	60873
1754	32910	60852
1755	32929	60832
1756	32943	60806
1757	32957	60779
1758	32974	60755
1759	32988	60728
1760	33002	60701
1761	33020	60681
1762	33036	60658
1763	33056	60641
1764	33089	60648
1765	33115	60643
1766	33135	60627
1767	33166	60629
1768	33183	60608
1769	33198	60581
1770	33215	60559
1771	33233	60540
1772	33248	60515
1773	33264	60492
1774	33283	60472
1775	33297	60446
1776	33316	60427
1777	33333	60405
1778	33350	60383
1779	33366	60359
1780	33389	60348
1781	33406	60326
1782	33423	60304
1783	33439	60281
1784	33455	60258
1785	33471	60233
1786	33485	60206
1787	33501	60183
1788	33517	60159
1789	33537	60142
1790	33558	60127
1791	33574	60104
1792	33651	60189
1793	33681	60190
1794	33735	60235
1795	33759	60226
1796	33778	60207
1797	33797	60188
1798	33816	60169
1799	33835	60152
1800	33854	60133
1801	33869	60107
1802	33893	60098
1803	33915	60084
1804	33931	60061
1805	33948	60039
1806	33967	60021
1807	33990	60010
1808	34013	59999
1809	34032	59979
1810	34063	59982
1811	34084	59968
1812	34104	59950
1813	34120	59926
1814	34134	59900
1815	34156	59886
1816	34176	59869
1817	34189	59841
1818	34203	59814
1819	34222	59794
1820	34236	59769
1821	34251	59742
1822	34332	59832
1823	34361	59831
1824	34380	59812
1825	34398	59792
1826	34449	59828
1827	34482	59835
1828	34513	59837
1829	34536	59825
1830	34558	59811
1831	34577	59793
1832	34594	59771
1833	34610	59746
1834	34625	59722
1835	34645	59705
1836	34664	59686
1837	34684	59670
1838	34708	59659
1839	34733	59651
1840	34759	59644
1841	34782	59632
1842	34800	59611
1843	34817	59590
1844	34840	59577
1845	34856	59554
1846	34872	59530
1847	34889	59508
1848	34903	59482
1849	34919	59458
1850	34937	59436
1851	34960	59425
1852	34981	59409
1853	35006	59401
1854	35022	59376
1855	35047	59369
1856	35065	59348
1857	35092	59343
1858	35118	59337
1859	35135	59314
1860	35161	59307
1861	35176	59282
1862	35192	59259
1863	35207	59233
1864	35228	59218
1865	35246	59196
1866	35261	59172
1867	35282	59156
1868	35297	59132
1869	35316	59112
1870	35331	59087
1871	35350	59069
1872	35366	59044
1873	35381	59020
1874	35405	59008
1875	35424	58990
1876	35446	58976
1877	35463	58955
1878	35487	58944
1879	35504	58921
1880	35537	58926
1881	35556	58907
1882	35586	58907
1883	35604	58887
1884	35626	58873
1885	35645	58855
1886	35667	58841
1887	35694	58834
1888	35712	58814
1889	35727	58790
1890	35745	58768
1891	35760	58744
1892	35780	58727
1893	35801	58712
1894	35822	58695
1895	35839	58673
1896	35852	58646
1897	35867	58620
1898	35889	58606
1899	35910	58590
1900	35928	58570
1901	35947	58551
1902	35967	58534
1903	35985	58514
1904	36007	58499
1905	36024	58478
1906	36051	58471
1907	36067	58449
1908	36084	58427
1909	36100	58404
1910	36115	58378
1911	36133	58357
1912	36147	58330
1913	36164	58308
1914	36259	58413
1915	36302	58432
1916	36330	58427
1917	36369	58441
1918	36386	58420
1919	36403	58397
1920	36425	58383
1921	36443	58362
1922	36463	58346
1923	36482	58326
1924	36497	58300
1925	36510	58272
1926	36526	58249
1927	36543	58226
1928	36562	58208
1929	36578	58184
1930	36595	58162
1931	36609	58135
1932	36624	58109
1933	36640	58086
1934	36654	58059
1935	36667	58032
1936	36683	58007
1937	36699	57983
1938	36716	57962
1939	36733	57941
1940	36758	57930
1941	36773	57906
1942	36800	57899
1943	36816	57875
1944	36831	57850
1945	36862	57850
1946	36879	57828
1947	36908	57825
1948	36925	57804
1949	36947	57789
1950	36965	57768
1951	36985	57752
1952	37013	57747
1953	37036	57734
1954	37067	57733
1955	37083	57710
1956	37102	57691
1957	37123	57676
1958	37140	57654
1959	37154	57628
1960	37170	57603
1961	37184	57576
1962	37200	57553
1963	37213	57526
1964	37230	57504
1965	37245	57478
1966	37261	57455
1967	37283	57440
1968	37299	57417
1969	37315	57393
1970	37332	57371
1971	37347	57347
1972	37363	57323
1973	37379	57299
1974	37395	57277
1975	37412	57254
1976	37432	57237
1977	37450	57217
1978	37474	57205
1979	37489	57180
1980	37518	57177
1981	37535	57155
1982	37553	57135
1983	37569	57112
1984	37584	57087
1985	37598	57060
1986	37614	57037
1987	37629	57012
1988	37644	56987
1989	37658	56961
1990	37677	56942
1991	37692	56916
1992	37709	56895
1993	37726	56873
1994	37739	56846
1995	37754	56821
1996	37771	56798
1997	37787	56775
1998	37812	56765
1999	37874	56811
2000	37909	56817
2001	37969	56858
2002	38035	56911
2003	38055	56892
2004	38080	56883
2005	38100	56866
2006	38137	56874
2007	38166	56870
2008	38199	56871
2009	38255	56907
2010	38296	56921
2011	38344	56945
2012	38369	56935
2013	38394	56924
2014	38413	56905
2015	38432	56886
2016	38448	56862
2017	38469	56845
2018	38486	56823
2019	38502	56800
2020	38554	56830
2021	38585	56828
2022	38605	56810
2023	38624	56791
2024	38649	56780
2025	38671	56766
2026	38691	56748
2027	38712	56732
2028	38730	56711
2029	38749	56693
2030	38781	56692
2031	38798	56670
2032	38823	56660
2033	38840	56637
2034	38857	56614
2035	38874	56593
2036	38890	56569
2037	38909	56550
2038	38928	56531
2039	38942	56505
2040	38958	56481
2041	38977	56462
2042	38993	56438
2043	39010	56416
2044	39024	56389
2045	39039	56364
2046	39054	56340
2047	39069	56315
2048	39089	56297
2049	39105	56273
2050	39119	56248
2051	39134	56222
2052	39151	56200
2053	39169	56180
2054	39187	56158
2055	39203	56135
2056	39220	56113
2057	39236	56089
2058	39251	56065
2059	39281	56062
2060	39299	56041
2061	39315	56017
2062	39332	55996
2063	39349	55974
2064	39364	55949
2065	39402	55957
2066	39442	55966
2067	39457	55942
2068	39474	55920
2069	39489	55895
2070	39505	55871
2071	39522	55850
2072	39538	55826
2073	39558	55808
2074	39572	55782
2075	39590	55762
2076	39716	55893
2077	39759	55908
2078	39776	55886
2079	39799	55871
2080	39818	55853
2081	39837	55833
2082	39854	55811
2083	39870	55788
2084	39950	55854
2085	39971	55838
2086	39991	55819
2087	40038	55838
2088	40056	55819
2089	40071	55792
2090	40088	55771
2091	40103	55746
2092	40120	55723
2093	40134	55698
2094	40155	55681
2095	40179	55668
2096	40194	55643
2097	40217	55630
2098	40234	55607
2099	40250	55583
2100	40277	55575
2101	40336	55611
2102	40384	55631
2103	40416	55629
2104	40564	55788
2105	40588	55774
2106	40614	55765
2107	40629	55740
2108	40643	55713
2109	40658	55688
2110	40679	55672
2111	40700	55654
2112	40721	55637
2113	40745	55624
2114	40762	55602
2115	40779	55580
2116	40811	55577
2117	40837	55567
2118	40854	55545
2119	40870	55522
2120	40902	55520
2121	40936	55520
2122	40957	55503
2123	40976	55484
2124	41008	55481
2125	41044	55486
2126	41213	55667
2127	41237	55654
2128	41252	55629
2129	41272	55610
2130	41294	55595
2131	41310	55571
2132	41332	55555
2133	41351	55536
2134	41370	55515
2135	41462	55593
2136	41479	55571
2137	41494	55545
2138	41511	55523
2139	41531	55504
2140	41576	55519
2141	41596	55500
2142	41611	55475
2143	41630	55455
2144	41648	55433
2145	41664	55410
2146	41683	55389
2147	41706	55375
2148	41725	55355
2149	41745	55336
2150	41764	55317
2151	41789	55304
2152	41808	55285
2153	41829	55268
2154	41847	55246
2155	41862	55221
2156	41877	55195
2157	41891	55169
2158	41910	55149
2159	41926	55125
2160	41940	55099
2161	41958	55078
2162	41972	55051
2163	41992	55033
2164	42014	55016
2165	42048	55016
2166	42077	55009
2167	42128	55031
2168	42152	55017
2169	42172	54998
2170	42188	54974
2171	42203	54950
2172	42220	54926
2173	42240	54908
2174	42261	54891
2175	42339	54947
2176	42359	54929
2177	42377	54907
2178	42393	54883
2179	42410	54861
2180	42427	54838
2181	42445	54816
2182	42458	54789
2183	42473	54764
2184	42489	54740
2185	42504	54715
2186	42523	54694
2187	42539	54671
2188	42556	54648
2189	42575	54629
2190	42592	54606
2191	42619	54596
2192	42640	54579
2193	42672	54575
2194	42697	54563
2195	42728	54559
2196	42751	54543
2197	42766	54518
2198	42780	54492
2199	42797	54469
2200	42813	54445
2201	42829	54422
2202	42845	54397
2203	42861	54374
2204	42875	54348
2205	42893	54326
2206	42908	54301
2207	42923	54277
2208	42940	54254
2209	42959	54234
2210	42976	54210
2211	43002	54200
2212	43025	54184
2213	43042	54163
2214	43073	54157
2215	43133	54189
2216	43150	54166
2217	43172	54150
2218	43207	54151
2219	43235	54141
2220	43250	54116
2221	43268	54095
2222	43284	54071
2223	43300	54047
2224	43316	54024
2225	43441	54136
2226	43485	54147
2227	43500	54121
2228	43517	54098
2229	43539	54082
2230	43561	54066
2231	43579	54044
2232	43595	54021
2233	43609	53995
2234	43626	53971
2235	43640	53945
2236	43658	53924
2237	43675	53900
2238	43694	53881
2239	43718	53867
2240	43735	53845
2241	43758	53829
2242	43776	53807
2243	43797	53790
2244	43817	53771
2245	43850	53768
2246	43893	53777
2247	43916	53763
2248	43935	53742
2249	43954	53722
2250	43972	53701
2251	43989	53678
2252	44004	53653
2253	44020	53629
2254	44038	53607
2255	44052	53581
2256	44069	53559
2257	44088	53539
2258	44106	53517
2259	44127	53499
2260	44144	53477
2261	44160	53452
2262	44178	53431
2263	44194	53408
2264	44213	53388
2265	44232	53367
2266	44250	53346
2267	44275	53334
2268	44292	53310
2269	44316	53296
2270	44332	53273
2271	44349	53250
2272	44369	53231
2273	44385	53208
2274	44404	53187
2275	44420	53163
2276	44437	53141
2277	44452	53116
2278	44471	53096
2279	44564	53165
2280	44579	53139
2281	44608	53131
2282	44624	53107
2283	44641	53085
2284	44658	53062
2285	44672	53036
2286	44687	53011
2287	44701	52985
2288	44718	52963
2289	44734	52939
2290	44751	52916
2291	44766	52892
2292	44786	52872
2293	44845	52900
2294	44861	52876
2295	44879	52854
2296	44897	52832
2297	44920	52818
2298	44936	52793
2299	44953	52771
2300	44973	52752
2301	44995	52735
2302	45014	52715
2303	45029	52691
2304	45044	52665
2305	45061	52643
2306	45084	52627
2307	45109	52614
2308	45134	52601
2309	45165	52595
2310	45189	52580
2311	45206	52558
2312	45237	52552
2313	45257	52533
2314	45279	52516
2315	45326	52528
2316	45347	52510
2317	45366	52490
2318	45385	52470
2319	45406	52452
2320	45424	52430
2321	45441	52408
2322	45461	52389
2323	45476	52364
2324	45496	52344
2325	45510	52319
2326	45530	52299
2327	45549	52280
2328	45574	52266
2329	45589	52242
2330	45607	52221
2331	45624	52198
2332	45639	52173
2333	45655	52149
2334	45671	52126
2335	45689	52104
2336	45705	52081
2337	45719	52055
2338	45738	52034
2339	45844	52113
2340	45890	52124
2341	45907	52101
2342	45922	52076
2343	45939	52054
2344	45962	52038
2345	45983	52020
2346	45999	51996
2347	46065	52029
2348	46081	52005
2349	46096	51980
2350	46117	51963
2351	46140	51947
2352	46163	51931
2353	46180	51908
2354	46194	51883
2355	46210	51858
2356	46223	51832
2357	46241	51811
2358	46255	51785
2359	46272	51762
2360	46287	51737
2361	46302	51712
2362	46316	51687
2363	46331	51662
2364	46348	51640
2365	46364	51616
2366	46380	51592
2367	46400	51573
2368	46417	51550
2369	46432	51526
2370	46450	51504
2371	46473	51489
2372	46493	51469
2373	46513	51451
2374	46532	51431
2375	46556	51415
2376	46571	51391
2377	46598	51380
2378	46623	51365
2379	46643	51346
2380	46668	51333
2381	46684	51309
2382	46700	51286
2383	46717	51263
2384	46734	51241
2385	46750	51217
2386	46767	51195
2387	46784	51172
2388	46802	51151
2389	46818	51128
2390	46835	51105
2391	46848	51079
2392	46863	51054
2393	46876	51028
2394	46896	51009
2395	46911	50984
2396	46927	50960
2397	46943	50937
2398	46962	50917
2399	46981	50896
2400	46999	50875
2401	47015	50851
2402	47037	50834
2403	47054	50812
2404	47072	50790
2405	47092	50772
2406	47107	50748
2407	47122	50723
2408	47142	50704
2409	47168	50690
2410	47188	50672
2411	47206	50650
2412	47230	50636
2413	47247	50614
2414	47263	50590
2415	47278	50566
2416	47293	50541
2417	47309	50518
2418	47325	50494
2419	47342	50472
2420	47356	50447
2421	47370	50421
2422	47384	50396
2423	47406	50379
2424	47426	50360
2425	47449	50344
2426	47467	50322
2427	47514	50332
2428	47555	50335
2429	47633	50378
2430	47654	50359
2431	47676	50342
2432	47705	50332
2433	47726	50315
2434	47792	50343
2435	47809	50321
2436	47823	50296
2437	47839	50272
2438	47857	50251
2439	47872	50227
2440	47889	50204
2441	47906	50182
2442	47921	50158
2443	48033	50234
2444	48077	50240
2445	48096	50220
2446	48111	50195
2447	48132	50176
2448	48175	50182
2449	48214	50182
2450	48258	50187
2451	48287	50178
2452	48304	50155
2453	48322	50134
2454	48338	50110
2455	48354	50087
2456	48369	50062
2457	48384	50037
2458	48402	50016
2459	48417	49992
2460	48434	49969
2461	48449	49944
2462	48464	49920
2463	48489	49906
2464	48517	49895
2465	48537	49876
2466	48556	49855
2467	48576	49836
2468	48598	49819
2469	48616	49797
2470	48636	49778
2471	48660	49762
2472	48696	49760
2473	48725	49750
2474	48745	49730
2475	48773	49719
2476	48789	49695
2477	48806	49673
2478	48822	49649
2479	48844	49632
2480	48858	49607
2481	48874	49583
2482	48890	49560
2483	48907	49537
2484	48939	49530
2485	48991	49543
2486	49029	49542
2487	49060	49534
2488	49098	49532
2489	49127	49521
2490	49152	49508
2491	49167	49483
2492	49183	49460
2493	49197	49434
2494	49212	49409
2495	49228	49386
2496	49244	49362
2497	49258	49337
2498	49360	49399
2499	49376	49376
2500	49470	49430
2501	49484	49405
2502	49505	49386
2503	49520	49362
2504	49538	49341
2505	49554	49316
2506	49573	49296
2507	49594	49277
2508	49616	49260
2509	49640	49244
2510	49656	49221
2511	49670	49196
2512	49689	49175
2513	49704	49150
2514	49720	49127
2515	49737	49104
2516	49752	49080
2517	49772	49060
2518	49789	49037
2519	49803	49013
2520	49818	48988
2521	49837	48968
2522	49888	48978
2523	49912	48963
2524	49931	48942
2525	49947	48919
2526	49964	48896
2527	49980	48873
2528	49996	48849
2529	50013	48827
2530	50030	48804
2531	50056	48790
2532	50076	48771
2533	50095	48751
2534	50121	48737
2535	50135	48712
2536	50159	48696
2537	50173	48671
2538	50188	48646
2539	50206	48625
2540	50256	48635
2541	50277	48616
2542	50295	48594
2543	50313	48573
2544	50328	48548
2545	50350	48530
2546	50366	48507
2547	50386	48487
2548	50403	48465
2549	50422	48445
2550	50447	48430
2551	50482	48425
2552	50498	48401
2553	50515	48379
2554	50537	48362
2555	50556	48340
2556	50575	48320
2557	50593	48299
2558	50609	48276
2559	50626	48253
2560	50641	48228
2561	50658	48206
2562	50674	48182
2563	50690	48160
2564	50711	48141
2565	50725	48116
2566	50739	48090
2567	50755	48067
2568	50773	48046
2569	50788	48022
2570	50812	48006
2571	50830	47984
2572	50857	47971
2573	50891	47965
2574	50909	47944
2575	50986	47978
2576	51013	47964
2577	51055	47965
2578	51070	47942
2579	51087	47918
2580	51103	47895
2581	51119	47872
2582	51135	47849
2583	51152	47826
2584	51169	47804
2585	51190	47785
2586	51203	47759
2587	51217	47734
2588	51230	47708
2589	51244	47683
2590	51259	47658
2591	51273	47633
2592	51291	47611
2593	51352	47630
2594	51398	47634
2595	51415	47612
2596	51429	47587
2597	51446	47565
2598	51462	47542
2599	51483	47523
2600	51499	47499
2601	51516	47477
2602	51532	47453
2603	51552	47434
2604	51569	47411
2605	51584	47388
2606	51602	47366
2607	51625	47349
2608	51647	47331
2609	51669	47313
2610	51684	47289
2611	51701	47267
2612	51720	47246
2613	51739	47226
2614	51774	47220
2615	51794	47201
2616	51812	47179
2617	51849	47175
2618	51865	47152
2619	51892	47138
2620	51909	47116
2621	51925	47093
2622	51944	47072
2623	51959	47048
2624	51973	47024
2625	51989	47000
2626	52006	46977
2627	52022	46954
2628	52037	46930
2629	52053	46907
2630	52069	46884
2631	52086	46862
2632	52101	46838
2633	52118	46815
2634	52135	46793
2635	52152	46771
2636	52168	46747
2637	52184	46724
2638	52199	46700
2639	52231	46691
2640	52249	46670
2641	52283	46663
2642	52297	46638
2643	52312	46614
2644	52327	46590
2645	52343	46566
2646	52358	46543
2647	52373	46519
2648	52387	46494
2649	52403	46471
2650	52420	46448
2651	52437	46426
2652	52452	46402
2653	52474	46385
2654	52491	46362
2655	52507	46339
2656	52522	46315
2657	52544	46297
2658	52559	46273
2659	52574	46249
2660	52591	46227
2661	52613	46209
2662	52627	46184
2663	52646	46164
2664	52664	46142
2665	52690	46129
2666	52709	46108
2667	52726	46086
2668	52742	46062
2669	52758	46039
2670	52775	46018
2671	52790	45994
2672	52805	45970
2673	52820	45945
2674	52836	45923
2675	52852	45900
2676	52866	45875
2677	52964	45924
2678	52992	45910
2679	53019	45897
2680	53042	45880
2681	53058	45857
2682	53076	45835
2683	53093	45813
2684	53107	45789
2685	53123	45765
2686	53142	45745
2687	53158	45723
2688	53181	45705
2689	53203	45687
2690	53223	45668
2691	53243	45648
2692	53258	45624
2693	53272	45600
2694	53294	45582
2695	53312	45560
2696	53327	45537
2697	53344	45515
2698	53360	45492
2699	53374	45466
2700	53391	45444
2701	53405	45420
2702	53420	45396
2703	53436	45373
2704	53449	45348
2705	53465	45325
2706	53482	45303
2707	53496	45278
2708	53510	45253
2709	53526	45230
2710	53544	45209
2711	53559	45186
2712	53575	45163
2713	53591	45139
2714	53610	45119
2715	53625	45095
2716	53641	45072
2717	53656	45049
2718	53679	45031
2719	53693	45007
2720	53709	44984
2721	53723	44960
2722	53740	44938
2723	53757	44916
2724	53773	44893
2725	53787	44869
2726	53807	44849
2727	53824	44827
2728	53838	44802
2729	53858	44783
2730	53874	44760
2731	53908	44752
2732	53930	44734
2733	54011	44766
2734	54031	44746
2735	54072	44744
2736	54087	44720
2737	54101	44695
2738	54115	44671
2739	54131	44648
2740	54144	44623
2741	54161	44601
2742	54180	44580
2743	54195	44557
2744	54210	44533
2745	54228	44512
2746	54245	44490
2747	54262	44468
2748	54277	44444
2749	54292	44420
2750	54310	44399
2751	54325	44376
2752	54340	44353
2753	54360	44333
2754	54377	44311
2755	54395	44290
2756	54416	44271
2757	54438	44253
2758	54455	44231
2759	54470	44208
2760	54484	44183
2761	54507	44166
2762	54527	44147
2763	54540	44121
2764	54555	44098
2765	54635	44127
2766	54655	44107
2767	54669	44083
2768	54685	44060
2769	54700	44036
