iter	RMSE
396	0.9000482997
397	0.9000234781
398	0.899987708
399	0.8998973897
400	0.8998619804
401	0.8998201518
402	0.8997839794
403	0.8997488472
404	0.8996920078
405	0.8996466801
406	0.8996183843
407	0.8995667739
408	0.8993351522
409	0.8992897502
410	0.8992646824
411	0.8992116432
412	0.8991758408
413	0.8991209089
414	0.8990863143
415	0.8990501687
416	0.8990120213
417	0.8989847199
418	0.8989530785
419	0.8989199144
420	0.8988719553
421	0.898827488
422	0.8987938966
423	0.8987639957
424	0.8987169302
425	0.8986865477
426	0.8986552058
427	0.8985626395
428	0.8985243586
429	0.8984873729
430	0.8984514852
431	0.8984157934
432	0.8983511724
433	0.8983192267
434	0.8982774955
435	0.8982473236
436	0.8982061812
437	0.8981613989
438	0.8980074358
439	0.8979766062
440	0.8979340974
441	0.8978980465
442	0.8978548004
443	0.897819367
444	0.897579901
445	0.8975477868
446	0.8975101964
447	0.897477487
448	0.8974448893
449	0.8974029762
450	0.897361287
451	0.8973016147
452	0.8972675991
453	0.8972336105
454	0.8970600622
455	0.8970040407
456	0.89697168
457	0.8969347997
458	0.8969011091
459	0.896868208
460	0.896836153
461	0.896805848
462	0.8967646112
463	0.8967356596
464	0.8966987413
465	0.8965753494
466	0.8965411368
467	0.8965036455
468	0.8964764372
469	0.8964371066
470	0.896407551
471	0.8963620289
472	0.8963322448
473	0.8962857298
474	0.8962567344
475	0.8962151049
476	0.8961887923
477	0.8961295789
478	0.896050716
479	0.896022448
480	0.8959951968
481	0.895964835
482	0.8959398438
483	0.8958961357
484	0.8958646679
485	0.8958297213
486	0.8957750367
487	0.8957460531
488	0.8957100272
489	0.8956907978
490	0.8956539496
491	0.8956206351
492	0.8955624589
493	0.89553064
494	0.8954961612
495	0.8954552883
496	0.8954179213
497	0.8953794777
498	0.8953397312
499	0.895301652
500	0.8952696258
501	0.8952450678
502	0.8952026556
503	0.8951729178
504	0.8951427545
505	0.8951155898
506	0.8950868395
507	0.895050872
508	0.8950132617
509	0.8949815931
510	0.894948961
511	0.894918026
512	0.8948929206
513	0.8948549923
514	0.8948315552
515	0.8948071267
516	0.8947659393
517	0.894726845
518	0.8947010831
519	0.8946786611
520	0.8946470939
521	0.8946194611
522	0.8945994437
523	0.8944988971
524	0.8944651431
525	0.8944423754
526	0.8944178797
527	0.8943878892
528	0.8943511573
529	0.8943211929
530	0.894303378
531	0.8942798415
532	0.8942533303
533	0.8942326816
534	0.8942063389
535	0.8941759448
536	0.8941387509
537	0.8941109324
538	0.8940725743
539	0.8940510715
540	0.8940235052
541	0.8939931898
542	0.8939624201
543	0.8939298642
544	0.893903796
545	0.8938866245
546	0.8938572113
547	0.8938343714
548	0.8938154134
549	0.8937910138
550	0.8937546824
551	0.8937318967
552	0.8937114343
553	0.8936715569
554	0.8936494492
555	0.8936116665
556	0.8935892172
557	0.8935584903
558	0.8935288678
559	0.893497997
560	0.8934608316
561	0.8934230126
562	0.8933267285
563	0.893283488
564	0.8932537146
565	0.8932249895
566	0.8931908754
567	0.893145558
568	0.8931202326
569	0.893100522
570	0.8930537536
571	0.8930272911
572	0.8929907585
573	0.8929610037
574	0.8929326947
575	0.8928820878
576	0.8928573791
577	0.8928365279
578	0.8927456563
579	0.8927195819
580	0.8926973088
581	0.8926469724
582	0.8926089202
583	0.8925756623
584	0.8924892483
585	0.8924610378
586	0.8924375662
587	0.8924051818
588	0.8923815668
589	0.8923516782
590	0.8923283172
591	0.892302628
592	0.8922740142
593	0.8922502538
594	0.8922289058
595	0.8921929367
596	0.8921655401
597	0.8921382279
598	0.8921075645
599	0.8920753669
600	0.8920398175
601	0.8920127002
602	0.8919174281
603	0.8918675305
604	0.8918422824
605	0.8918168348
606	0.8917905344
607	0.8917011186
608	0.8916747295
609	0.8916358405
610	0.8916120347
611	0.8915776884
612	0.8915459546
613	0.891505753
614	0.8914739598
615	0.891451826
616	0.8914340959
617	0.8914114497
618	0.8913572613
619	0.8913219675
620	0.8912971018
621	0.8912749921
622	0.8912510345
623	0.8912231543
624	0.8911895888
625	0.8911698355
626	0.8911288495
627	0.8910944846
628	0.89107345
629	0.8910486627
630	0.8910194969
631	0.8909955041
632	0.8909771679
633	0.8909572961
634	0.8909316526
635	0.8909151347
636	0.8908537796
637	0.8908202571
638	0.8907836339
639	0.8907660327
640	0.890742943
641	0.8907205351
642	0.8907021648
643	0.8906700301
644	0.8906397143
645	0.8906139764
646	0.890528908
647	0.8904938657
648	0.8904694321
649	0.8904400197
650	0.890415869
651	0.8902787467
652	0.8902164941
653	0.8901908293
654	0.8901272332
655	0.8900947362
656	0.8900630064
657	0.8900342921
658	0.8900091913
659	0.8899817559
660	0.8899580482
661	0.8899297005
662	0.8898998719
663	0.8898585997
664	0.8898305335
665	0.8898049145
666	0.8897589407
667	0.8897341453
668	0.889699755
669	0.8896821323
670	0.8896499607
671	0.8896300878
672	0.8896092748
673	0.8895868669
674	0.8895657967
675	0.8895366392
676	0.8895161658
677	0.8894948945
678	0.8894664182
679	0.8894488194
680	0.8894186044
681	0.8893953373
682	0.8893619592
683	0.8893388615
684	0.8893126587
685	0.8892893888
686	0.8892619882
687	0.8892333905
688	0.8892088652
689	0.8891801518
690	0.88915685
691	0.88912785
692	0.8890979375
693	0.8890644913
694	0.8890436936
695	0.888995743
696	0.888975542
697	0.8889543434
698	0.888933999
699	0.8889027977
700	0.8888728776
701	0.8888324696
702	0.8888048839
703	0.8887795204
704	0.888757519
705	0.8887347761
706	0.8887110636
707	0.8886832462
708	0.8886599883
709	0.8886266111
710	0.888598734
711	0.8885688037
712	0.8885325154
713	0.8885151261
714	0.888490638
715	0.888465351
716	0.8884412606
717	0.8884159722
718	0.8883896566
719	0.8883666762
720	0.8883461758
721	0.8883191454
722	0.8882988435
723	0.8882751763
724	0.8882492273
725	0.8882264144
726	0.8882044278
727	0.8881880303
728	0.8881609379
729	0.888134187
730	0.8881096599
731	0.8880799127
732	0.8880512769
733	0.8880269187
734	0.8880019322
735	0.8879880695
736	0.8879669043
737	0.8879256849
738	0.8879002677
739	0.8878789292
740	0.887845922
741	0.8878264652
742	0.8878055814
743	0.887771202
744	0.8877500887
745	0.8877066621
746	0.8876827224
747	0.8876661725
748	0.8876490231
749	0.8876254528
750	0.8876021958
751	0.8875717467
752	0.8875561936
753	0.8875332772
754	0.8875123294
755	0.8874873285
756	0.8874674071
757	0.8874484557
758	0.8874235672
759	0.8873969938
760	0.8873624273
761	0.8873369654
762	0.8873078204
763	0.8872868387
764	0.8872534384
765	0.8872212073
766	0.8871971974
767	0.8871839788
768	0.8871579408
769	0.8871347001
770	0.8871031499
771	0.8870798506
772	0.8870591492
773	0.8870404746
774	0.8869777663
775	0.8869464962
776	0.8869199086
777	0.8868968329
778	0.886871729
779	0.8868433683
780	0.8868129503
781	0.8867932709
782	0.8867778183
783	0.8867507686
784	0.8867319447
785	0.8867048079
786	0.8866881541
787	0.8866634727
788	0.8866419045
789	0.8866183074
790	0.8865966524
791	0.8865797394
792	0.8864997411
793	0.8864800548
794	0.8864521388
795	0.8864313369
796	0.8864101345
797	0.8863853597
798	0.8862664193
799	0.8862359243
800	0.8862110016
801	0.8861879076
802	0.8861660991
803	0.8861388878
804	0.8861110182
805	0.8860959826
806	0.8860748008
807	0.8860471293
808	0.8860348655
809	0.8860176845
810	0.8859919267
811	0.8859748306
812	0.8859506439
813	0.8859321747
814	0.885905185
815	0.8858750207
816	0.885844741
817	0.8858292433
818	0.8858085126
819	0.8857898117
820	0.8857676217
821	0.8857456599
822	0.8857258424
823	0.8857068823
824	0.8856784272
825	0.8856490559
826	0.8856296938
827	0.8856033527
828	0.8855832173
829	0.885568659
830	0.8855397989
831	0.8855198052
832	0.8854990958
833	0.885481933
834	0.8854346478
835	0.8854182275
836	0.885401292
837	0.8853802366
838	0.8853533731
839	0.8853201859
840	0.8853062813
841	0.8852856528
842	0.8852605889
843	0.8852311466
844	0.8852131774
845	0.8851956085
846	0.885170628
847	0.8851482794
848	0.8851240701
849	0.8851055264
850	0.8850887567
851	0.8850669497
852	0.885046144
853	0.8850247367
854	0.8850048744
855	0.8849711017
856	0.8849526979
857	0.8849281685
858	0.8849121109
859	0.8848925037
860	0.8848726957
861	0.8848562936
862	0.8848327634
863	0.8848112364
864	0.8847879627
865	0.8847738207
866	0.8846668606
867	0.8846428673
868	0.8846109992
869	0.8845813921
870	0.8845570528
871	0.8845417044
872	0.8845086586
873	0.8844898156
874	0.884469254
875	0.8844494078
876	0.8844269265
877	0.8843951938
878	0.8843378258
879	0.8842959503
880	0.8842693976
881	0.88424906
882	0.884209386
883	0.8841391143
884	0.8841176851
885	0.8840924735
886	0.8840725616
887	0.8840483229
888	0.8840281235
889	0.8840028521
890	0.8839799296
891	0.8839582386
892	0.8839438827
893	0.8839255435
894	0.8839013008
895	0.8838828747
896	0.8838564242
897	0.8838046671
898	0.8837684125
899	0.8837474901
900	0.8837226406
901	0.8836997681
902	0.8836675508
903	0.8836441322
904	0.8836207417
905	0.8835955447
906	0.8835752489
907	0.8835531753
908	0.8835340539
909	0.8835156489
910	0.8834815613
911	0.8834619796
912	0.8834387564
913	0.8834140702
914	0.8833955193
915	0.8833743874
916	0.8833616564
917	0.8833347028
918	0.8833148599
919	0.883289482
920	0.8832748859
921	0.8832142331
922	0.8831936705
923	0.8831758033
924	0.883156473
925	0.8831375725
926	0.8831164918
927	0.8830956687
928	0.8830767956
929	0.8830557422
930	0.883038245
931	0.8830189691
932	0.8829957916
933	0.882976486
934	0.882884657
935	0.8828535001
936	0.8828345644
937	0.8828086563
938	0.8827877113
939	0.8827603097
940	0.8827431798
941	0.8827215732
942	0.8826972974
943	0.8826095719
944	0.8825877898
945	0.8825666386
946	0.8825482707
947	0.8825245642
948	0.8825075732
949	0.8824939112
950	0.8824697727
951	0.8824490205
952	0.8824257131
953	0.8823903491
954	0.8823751926
955	0.8823508212
956	0.882302794
957	0.882286258
958	0.8822658173
959	0.8822461513
960	0.8822323991
961	0.8822232692
962	0.882207105
963	0.8821886723
964	0.8821702391
965	0.8821551363
966	0.8821381095
967	0.8821199624
968	0.8820954117
969	0.8820566172
970	0.8820248567
971	0.8820002171
972	0.8819772425
973	0.8819630841
974	0.8819435837
975	0.8819219575
976	0.8819059888
977	0.8818857116
978	0.8818740505
979	0.8818584831
980	0.8818378888
981	0.8818181558
982	0.8818037938
983	0.8817925625
984	0.881768175
985	0.8817476073
986	0.881727269
987	0.8817161804
988	0.8816938592
989	0.8816791504
990	0.8816589542
991	0.8816444459
992	0.8816267484
993	0.8815931624
994	0.8815685107
995	0.881546272
996	0.8814757592
997	0.8814554721
998	0.8814405007
999	0.8813964185
1000	0.8813795206
1001	0.8813553803
1002	0.8813391714
1003	0.8813212666
1004	0.8813038788
1005	0.8812878126
1006	0.8812748503
1007	0.8812571741
1008	0.8812352149
1009	0.8812134276
1010	0.8811981647
1011	0.8811899151
1012	0.8811726396
1013	0.8811517706
1014	0.8811331434
1015	0.8811131933
1016	0.8810930704
1017	0.8810792427
1018	0.8810625401
1019	0.8810449458
1020	0.8810223776
1021	0.8810093251
1022	0.8809839959
1023	0.8809691315
1024	0.8809375331
1025	0.8809090964
1026	0.8808842243
1027	0.8808670866
1028	0.8808498623
1029	0.8808242984
1030	0.8807984462
1031	0.880771673
1032	0.8807520311
1033	0.8807350634
1034	0.8806665853
1035	0.8806499899
1036	0.8806305178
1037	0.8806087156
1038	0.8805915725
1039	0.8805683598
1040	0.880548397
1041	0.880533554
1042	0.8805224216
1043	0.8805076933
1044	0.8804935976
1045	0.8804695193
1046	0.8804506474
1047	0.8804341917
1048	0.880408961
1049	0.8803863477
1050	0.880362324
1051	0.8803418961
1052	0.8803257837
1053	0.8803074554
1054	0.8802871702
1055	0.8802662802
1056	0.8802457638
1057	0.8802219377
1058	0.8802025425
1059	0.8801814491
1060	0.8801601825
1061	0.8801342532
1062	0.8801146547
1063	0.8800878031
1064	0.8800657284
1065	0.880044718
1066	0.8800214333
1067	0.8800028972
1068	0.8799855985
1069	0.8799562387
1070	0.8799354272
1071	0.8799188755
1072	0.8798993298
1073	0.8798726443
1074	0.8798414671
1075	0.8798301245
1076	0.8798055098
1077	0.8797876313
1078	0.8797688888
1079	0.8797472091
1080	0.879727458
1081	0.8797031572
1082	0.8796720604
1083	0.8796516741
1084	0.879634426
1085	0.8796136933
1086	0.8795837164
1087	0.8795639616
1088	0.8795518378
1089	0.8795095328
1090	0.8794944131
1091	0.8794752323
1092	0.8794526238
1093	0.8794396344
1094	0.8794211148
1095	0.8793976984
1096	0.8793772482
1097	0.8793632496
1098	0.8793462551
1099	0.8793237296
1100	0.8793016933
1101	0.8792895371
1102	0.8792717058
1103	0.8792570717
1104	0.8792390669
1105	0.8792199957
1106	0.8792030849
1107	0.8791867211
1108	0.8791700977
1109	0.8791529554
1110	0.8791262185
1111	0.8791041484
1112	0.8790787931
1113	0.8790546184
1114	0.8790350246
1115	0.8790175051
1116	0.8790010802
1117	0.8789838193
1118	0.8789626678
1119	0.8789406225
1120	0.8789166169
1121	0.8788985475
1122	0.8788841954
1123	0.8788526949
1124	0.8788305891
1125	0.8788173312
1126	0.8787945616
1127	0.8787770661
1128	0.8787577544
1129	0.8787436017
1130	0.8787263358
1131	0.8787105973
1132	0.8786979141
1133	0.8786863549
1134	0.8786667528
1135	0.8786478423
1136	0.8786305456
1137	0.8786073388
1138	0.8785922036
1139	0.8785785384
1140	0.8785546959
1141	0.8785346585
1142	0.8785183399
1143	0.8784931407
1144	0.8784738227
1145	0.8784538411
1146	0.8784288418
1147	0.8784073021
1148	0.8783883282
1149	0.8783672201
1150	0.8783517923
1151	0.8783284628
1152	0.8783100063
1153	0.8782978364
1154	0.8782775624
1155	0.8782565669
1156	0.8782349653
1157	0.8782148918
1158	0.8782045664
1159	0.8781878379
1160	0.8781647059
1161	0.8781479766
1162	0.8781344776
1163	0.8781218437
1164	0.8780903447
1165	0.8780746237
1166	0.8780536233
1167	0.8780389113
1168	0.8780156311
1169	0.8779981778
1170	0.8779784162
1171	0.8779633278
1172	0.8779440558
1173	0.8779026832
1174	0.8778796591
1175	0.8778608758
1176	0.8778389759
1177	0.8778194704
1178	0.8778038022
1179	0.8777896919
1180	0.8777723784
1181	0.8777537948
1182	0.8777385871
1183	0.877716915
1184	0.8776905961
1185	0.8776782733
1186	0.8776642476
1187	0.8776461812
1188	0.8776293266
1189	0.8776128469
1190	0.8775884009
1191	0.8775683703
1192	0.8775485413
1193	0.877531858
1194	0.8775134425
1195	0.8774965565
1196	0.8774707506
1197	0.8774514967
1198	0.8774321269
1199	0.8774183571
1200	0.8773982937
1201	0.8773823004
1202	0.8773643437
1203	0.8773406703
1204	0.8773259752
1205	0.877308768
1206	0.8772805313
1207	0.8772592232
1208	0.8772364132
1209	0.8772137181
1210	0.8771940254
1211	0.8771697988
1212	0.8771350025
1213	0.8771136909
1214	0.8770979523
1215	0.8770847837
1216	0.8770707774
1217	0.877037941
1218	0.877020526
1219	0.8769975365
1220	0.8769841931
1221	0.8769516423
1222	0.8769337057
1223	0.8769180216
1224	0.8768997955
1225	0.8768791136
1226	0.8768572759
1227	0.8768263381
1228	0.8768008013
1229	0.8767837572
1230	0.8767647193
1231	0.876739383
1232	0.8767207197
1233	0.876689806
1234	0.8766722396
1235	0.8766516969
1236	0.8766382326
1237	0.8766169379
1238	0.8766024617
1239	0.8765732198
1240	0.8765571826
1241	0.8765385732
1242	0.8765205992
1243	0.8764956604
1244	0.8764719925
1245	0.8764571383
1246	0.876432978
1247	0.8764173139
1248	0.8763943375
1249	0.8763842219
1250	0.8763672274
1251	0.8763495678
1252	0.8763326883
1253	0.8763159529
1254	0.8762979166
1255	0.8762807181
1256	0.8762573623
1257	0.8762400185
1258	0.8762272127
1259	0.8762111403
1260	0.8761976403
1261	0.876182608
1262	0.8761583534
1263	0.8761361218
1264	0.8761213198
1265	0.8761046671
1266	0.876090356
1267	0.8760740497
1268	0.8760556903
1269	0.8760333983
1270	0.8760084168
1271	0.8759925716
1272	0.8759809767
1273	0.8759638876
1274	0.8759466826
1275	0.8759175344
1276	0.8758982753
1277	0.8758871129
1278	0.875872538
1279	0.8758491135
1280	0.8758277995
1281	0.875810881
1282	0.875796218
1283	0.8757793857
1284	0.8757642016
1285	0.8757478024
1286	0.8757248374
1287	0.87570595
1288	0.8756882771
1289	0.8756754055
1290	0.8756513393
1291	0.8756297602
1292	0.8756152388
1293	0.8756051721
1294	0.8755821743
1295	0.8755617796
1296	0.8755432937
1297	0.8755314904
1298	0.8755105158
1299	0.8754918553
1300	0.8754705616
1301	0.8754544463
1302	0.8754326598
1303	0.8754206813
1304	0.8754007168
1305	0.8753848896
1306	0.8753688017
1307	0.8753466079
1308	0.8753217803
1309	0.8753088454
1310	0.8752922352
1311	0.8752703868
1312	0.8752540942
1313	0.8752367883
1314	0.875217138
1315	0.8751915543
1316	0.8751703401
1317	0.875153322
1318	0.8751352907
1319	0.8751004714
1320	0.8750829889
1321	0.8750677927
1322	0.8750348522
1323	0.875017021
1324	0.8750007237
1325	0.874982197
1326	0.8749645674
1327	0.8749491376
1328	0.874935676
1329	0.8749210563
1330	0.8749030491
1331	0.8748908028
1332	0.8748787301
1333	0.8748617642
1334	0.8748358227
1335	0.8748104016
1336	0.8747945637
1337	0.8747807233
1338	0.8747656956
1339	0.8747439788
1340	0.8747325122
1341	0.8747158331
1342	0.8746946652
1343	0.8746787963
1344	0.8746403678
1345	0.8746188796
1346	0.8746066583
1347	0.8745834026
1348	0.8745668945
1349	0.8745536588
1350	0.8745325449
1351	0.8745165861
1352	0.8745049427
1353	0.8744921695
1354	0.874476181
1355	0.8744553839
1356	0.8744379754
1357	0.8744266495
1358	0.8744105729
1359	0.8743911647
1360	0.8743734073
1361	0.8743568662
1362	0.8743349075
1363	0.8743244494
1364	0.8743024319
1365	0.8742833111
1366	0.8742582215
1367	0.8742399109
1368	0.8742230486
1369	0.8742048821
1370	0.8741817317
1371	0.8741660562
1372	0.8741404128
1373	0.8741259246
1374	0.874104018
1375	0.8740876457
1376	0.874071418
1377	0.874056552
1378	0.8740395412
1379	0.8740138941
1380	0.8739919557
1381	0.873971292
1382	0.8739559316
1383	0.8739361945
1384	0.8739099646
1385	0.8738899077
1386	0.8738748936
1387	0.8738635605
1388	0.8738483431
1389	0.873829792
1390	0.8738157915
1391	0.873794109
1392	0.8737796731
1393	0.8737664835
1394	0.87375483
1395	0.8737341027
1396	0.8737130271
1397	0.873694908
1398	0.8736774843
1399	0.8736596834
1400	0.8736435057
1401	0.8736279366
1402	0.8736146286
1403	0.8735935501
1404	0.8735861855
1405	0.8735675999
1406	0.8735524353
1407	0.8735363137
1408	0.8735182199
1409	0.8734995458
1410	0.8734775656
1411	0.8734646033
1412	0.8734523949
1413	0.8734377503
1414	0.8734227865
1415	0.873389523
1416	0.8733734273
1417	0.8733517339
1418	0.8733330272
1419	0.8733164665
1420	0.8733007465
1421	0.8732879556
1422	0.8732727572
1423	0.873249292
1424	0.8732343539
1425	0.873216689
1426	0.8732028237
1427	0.873188349
1428	0.8731745992
1429	0.8731591378
1430	0.8731392666
1431	0.8731233114
1432	0.8731055282
1433	0.8730850466
1434	0.8730487819
1435	0.8730361905
1436	0.8730256298
1437	0.8730116744
1438	0.8729938599
1439	0.872979933
1440	0.8729682981
1441	0.8729476102
1442	0.8729349012
1443	0.8729151991
1444	0.8729005455
1445	0.8728835702
1446	0.8728619517
1447	0.8728516791
1448	0.872836328
1449	0.8728208025
1450	0.8727996177
1451	0.8727836853
1452	0.8727742534
1453	0.872757682
1454	0.8727417197
1455	0.8727168471
1456	0.8726984751
1457	0.8726757781
1458	0.8726573472
1459	0.872636768
1460	0.872621239
1461	0.87260391
1462	0.8725881771
1463	0.872569338
1464	0.8725553173
1465	0.8725261719
1466	0.8725123537
1467	0.8724963289
1468	0.872485123
1469	0.8724630011
1470	0.8724393398
1471	0.8724266525
1472	0.8724071131
1473	0.8723965157
1474	0.8723834503
1475	0.8723731721
1476	0.8723542412
1477	0.8723268894
1478	0.8723041537
1479	0.8722939036
1480	0.8722763067
1481	0.8722595226
1482	0.8722431447
1483	0.8722293801
1484	0.8722135824
1485	0.8721978716
1486	0.8721800695
1487	0.8721671461
1488	0.8721574751
1489	0.8721453065
1490	0.8721232921
1491	0.8721056337
1492	0.8720913441
1493	0.8720787679
1494	0.8720586688
1495	0.8720446398
1496	0.8720292745
1497	0.872011469
1498	0.8719985721
1499	0.8719836708
1500	0.8719709478
1501	0.8719563655
1502	0.8719433806
1503	0.8719248471
1504	0.8719118327
1505	0.8719023042
1506	0.8718920494
1507	0.8718689827
1508	0.8718585822
1509	0.8718432136
1510	0.8718308081
1511	0.8718116331
1512	0.8717983555
1513	0.8717838866
1514	0.8717683714
1515	0.8717513741
1516	0.8717398099
