iter	RMSE
1517	0.8717283328
1518	0.8717176109
1519	0.871694685
1520	0.8716724558
1521	0.8716606
1522	0.8716421767
1523	0.8716229394
1524	0.8715990229
1525	0.8715842018
1526	0.8715692643
1527	0.8715566806
1528	0.8715444164
1529	0.8715255256
1530	0.8714686184
1531	0.8714596954
1532	0.8714491156
1533	0.871424642
1534	0.8714094402
1535	0.8713915929
1536	0.871377437
1537	0.8713636296
1538	0.8713404327
1539	0.8713228166
1540	0.8712979616
1541	0.8712711581
1542	0.8712560989
1543	0.8712365041
1544	0.8712167345
1545	0.8712047562
1546	0.8711874281
1547	0.8711721931
1548	0.8711551841
1549	0.8711341042
1550	0.8711250325
1551	0.8711102906
1552	0.8710972641
1553	0.8710849352
1554	0.8710667614
1555	0.8710455049
1556	0.8710298021
1557	0.8710145934
1558	0.8710042699
1559	0.8709865016
1560	0.8709717865
1561	0.8709512256
1562	0.8709450311
1563	0.8709254294
1564	0.8709124291
1565	0.8708963458
1566	0.8708829089
1567	0.8708670577
1568	0.8708530968
1569	0.8708307589
1570	0.8708146159
1571	0.8708055117
1572	0.870787623
1573	0.870764818
1574	0.8707457067
1575	0.8707180135
1576	0.8706919485
1577	0.8706748429
1578	0.8706629445
1579	0.8706437728
1580	0.8706316411
1581	0.8706240478
1582	0.8705994638
1583	0.8705857314
1584	0.8705739481
1585	0.8705595751
1586	0.8705484607
1587	0.8705365023
1588	0.8705178515
1589	0.8704963779
1590	0.8704809853
1591	0.870466378
1592	0.8704434482
1593	0.8704283456
1594	0.8704153089
1595	0.8703942693
1596	0.870382658
1597	0.8703618213
1598	0.8703483761
1599	0.8703336793
1600	0.8703175853
1601	0.8702985515
1602	0.8702892091
1603	0.870271659
1604	0.8702542832
1605	0.8702408364
1606	0.8702240712
1607	0.8702096925
1608	0.8701901033
1609	0.8701823024
1610	0.870162014
1611	0.8701534852
1612	0.8701385522
1613	0.8701288587
1614	0.870109355
1615	0.8700922962
1616	0.8700758484
1617	0.8700493566
1618	0.8700361977
1619	0.8700193122
1620	0.8700072301
1621	0.869995701
1622	0.869976136
1623	0.8699597443
1624	0.8699387519
1625	0.8699224176
1626	0.869908558
1627	0.8698929512
1628	0.8698773731
1629	0.8698541075
1630	0.8698366651
1631	0.8698187273
1632	0.8698061183
1633	0.8697931596
1634	0.8697828798
1635	0.8697684065
1636	0.869750875
1637	0.8697413811
1638	0.8697226259
1639	0.8697079185
1640	0.8696978999
1641	0.8696780953
1642	0.8696313779
1643	0.869607261
1644	0.8695950858
1645	0.8695815414
1646	0.8695639479
1647	0.8695530537
1648	0.8695411108
1649	0.8695302164
1650	0.8695205744
1651	0.869508864
1652	0.8694900747
1653	0.8694818014
1654	0.8694577095
1655	0.8694406962
1656	0.8694187007
1657	0.8694011913
1658	0.8693854005
1659	0.8693681819
1660	0.8693564695
1661	0.8693315874
1662	0.8693141636
1663	0.8692996242
1664	0.8692834236
1665	0.8692727008
1666	0.8692546348
1667	0.8692438242
1668	0.8692253788
1669	0.8692108962
1670	0.8691913719
1671	0.8691793365
1672	0.8691606567
1673	0.8691471055
1674	0.8691299695
1675	0.8691207019
1676	0.8691049644
1677	0.8690966
1678	0.8690790258
1679	0.8690635207
1680	0.8690432061
1681	0.8690272631
1682	0.8690137098
1683	0.8689919659
1684	0.8689778
1685	0.8689611853
1686	0.868946844
1687	0.8689305494
1688	0.8689209882
1689	0.8689008744
1690	0.868889214
1691	0.8688781656
1692	0.8688615199
1693	0.8688461275
1694	0.8688346704
1695	0.8688247875
1696	0.8688097151
1697	0.8687874412
1698	0.86876989
1699	0.8687614932
1700	0.868734903
1701	0.8687156305
1702	0.8686976112
1703	0.8686821867
1704	0.8686593264
1705	0.8686405771
1706	0.8686242767
1707	0.8686123793
1708	0.868595087
1709	0.8685819936
1710	0.8685704455
1711	0.8685519275
1712	0.868539825
1713	0.8685208106
1714	0.8685017957
1715	0.8684885842
1716	0.8684689271
1717	0.8684546359
1718	0.8684423862
1719	0.8684280655
1720	0.8684144154
1721	0.8684041485
1722	0.8683905855
1723	0.8683758848
1724	0.8683556416
1725	0.8683429238
1726	0.8683242259
1727	0.8683089115
1728	0.8682994018
1729	0.8682830075
1730	0.8682719514
1731	0.8682592324
1732	0.8682403577
1733	0.8682208407
1734	0.8682056995
1735	0.8681876697
1736	0.8681680932
1737	0.868154439
1738	0.868136554
1739	0.8681222574
1740	0.8681076688
1741	0.868087011
1742	0.8680688912
1743	0.8680505959
1744	0.8680310455
1745	0.8680184396
1746	0.8680048415
1747	0.8679935776
1748	0.86797388
1749	0.8679618861
1750	0.8679512929
1751	0.8679403201
1752	0.8679295515
1753	0.8679121872
1754	0.8678973908
1755	0.8678797339
1756	0.8678658125
1757	0.8678578448
1758	0.8678463164
1759	0.8678269949
1760	0.8678152325
1761	0.8677973113
1762	0.867780207
1763	0.8677565641
1764	0.8677458516
1765	0.8677264694
1766	0.8677166031
1767	0.8677007233
1768	0.8676801725
1769	0.8676523522
1770	0.8676341066
1771	0.8676226919
1772	0.8676102553
1773	0.8675940815
1774	0.8675745793
1775	0.8675600398
1776	0.8675412667
1777	0.8675256464
1778	0.867513442
1779	0.8675051207
1780	0.8674872223
1781	0.8674741706
1782	0.8674589287
1783	0.8674434822
1784	0.8674378758
1785	0.8674261081
1786	0.867412705
1787	0.8673970241
1788	0.8673811676
1789	0.8673592075
1790	0.8673372177
1791	0.8673192282
1792	0.8673050934
1793	0.8672877458
1794	0.8672750415
1795	0.8672596793
1796	0.8672440539
1797	0.8672272016
1798	0.8672068733
1799	0.8671908965
1800	0.8671783953
1801	0.8671661275
1802	0.8671512892
1803	0.867130404
1804	0.867117084
1805	0.8670955554
1806	0.8670841629
1807	0.8670553595
1808	0.8670184044
1809	0.8670063097
1810	0.8669925788
1811	0.8669788184
1812	0.8669555042
1813	0.8669383541
1814	0.8669182819
1815	0.8668971575
1816	0.8668841845
1817	0.866871562
1818	0.8668590561
1819	0.8668399464
1820	0.8668242843
1821	0.8668076576
1822	0.8667864427
1823	0.8667700198
1824	0.8667570742
1825	0.8667418197
1826	0.8667227366
1827	0.8667136186
1828	0.8666976328
1829	0.8666806822
1830	0.8666663615
1831	0.8666425128
1832	0.866627724
1833	0.8666175528
1834	0.8666048387
1835	0.8665940535
1836	0.8665757563
1837	0.8665592126
1838	0.866548076
1839	0.866532584
1840	0.8665184071
1841	0.866500313
1842	0.8664924789
1843	0.8664804353
1844	0.8664686546
1845	0.8664544474
1846	0.8664338671
1847	0.8664261493
1848	0.8664125554
1849	0.8663962716
1850	0.8663860977
1851	0.8663700181
1852	0.8663558385
1853	0.8663431791
1854	0.8663303732
1855	0.8663140879
1856	0.8662928317
1857	0.8662794404
1858	0.8662686219
1859	0.8662551716
1860	0.8662385925
1861	0.866222744
1862	0.8662068953
1863	0.8661913387
1864	0.8661774487
1865	0.866163997
1866	0.8661430004
1867	0.8661275011
1868	0.866109779
1869	0.866093782
1870	0.866082464
1871	0.8660628691
1872	0.866044122
1873	0.8660268369
1874	0.8660105166
1875	0.8659937866
1876	0.8659786649
1877	0.8659650932
1878	0.8659478064
1879	0.865935492
1880	0.8659168007
1881	0.8659015314
1882	0.8658832781
1883	0.8658675694
1884	0.8658530013
1885	0.8658370581
1886	0.8658248591
1887	0.8658099977
1888	0.865796043
1889	0.8657793673
1890	0.8657640079
1891	0.8657444351
1892	0.8657327614
1893	0.8657158212
1894	0.8656996706
1895	0.8656842219
1896	0.8656721671
1897	0.8656533823
1898	0.8656404784
1899	0.8656214296
1900	0.8656073841
1901	0.865588949
1902	0.865571684
1903	0.8655492683
1904	0.8655378847
1905	0.865526618
1906	0.8655113418
1907	0.8654959483
1908	0.8654765743
1909	0.8654610631
1910	0.8654488296
1911	0.865435952
1912	0.8654241863
1913	0.8654045766
1914	0.8653945667
1915	0.8653758344
1916	0.8653638923
1917	0.8653503695
1918	0.8653317826
1919	0.8653121708
1920	0.8652898362
1921	0.8652791224
1922	0.8652692281
1923	0.8652561722
1924	0.8652453702
1925	0.8652343631
1926	0.8652155981
1927	0.8651993796
1928	0.8651832193
1929	0.8651669124
1930	0.8651491413
1931	0.8651374011
1932	0.8651252215
1933	0.8651056343
1934	0.8650960894
1935	0.8650741591
1936	0.8650551271
1937	0.8650422143
1938	0.8650323759
1939	0.8650175302
1940	0.8650029771
1941	0.8649907664
1942	0.864974163
1943	0.8649602241
1944	0.8649461972
1945	0.8649319943
1946	0.8649160633
1947	0.8648993414
1948	0.8648865727
1949	0.8648697623
1950	0.8648571104
1951	0.8648413245
1952	0.8648216137
1953	0.8648087267
1954	0.8647978898
1955	0.8647890445
1956	0.8647688346
1957	0.8647526663
1958	0.8647362634
1959	0.864723463
1960	0.8647088464
1961	0.8646975102
1962	0.8646821023
1963	0.8646694183
1964	0.8646572321
1965	0.8646438154
1966	0.8646269417
1967	0.8646103899
1968	0.8645948339
1969	0.8645817678
1970	0.8645713968
1971	0.86455751
1972	0.8645494825
1973	0.8645296772
1974	0.8645148815
1975	0.86449739
1976	0.8644819491
1977	0.8644696431
1978	0.8644502461
1979	0.8644428623
1980	0.8644285925
1981	0.8644122714
1982	0.8643993783
1983	0.8643857818
1984	0.8643716576
1985	0.8643659434
1986	0.8643549837
1987	0.8643374597
1988	0.8643209024
1989	0.8643063375
1990	0.8642877282
1991	0.8642730455
1992	0.8642552854
1993	0.8642404263
1994	0.8642276773
1995	0.8642126126
1996	0.8642009183
1997	0.8641872893
1998	0.8641756825
1999	0.86415496
2000	0.8641462839
2001	0.8641326541
2002	0.864118174
2003	0.8641081785
2004	0.8640902977
2005	0.8640772533
2006	0.8640616877
2007	0.8640452423
2008	0.8640251323
2009	0.8640139337
2010	0.8640022074
2011	0.8639818032
2012	0.8639711611
2013	0.863954802
2014	0.8639357746
2015	0.8639212326
2016	0.8638972495
2017	0.8638779276
2018	0.8638533862
2019	0.8638369662
2020	0.8638204579
2021	0.8638076147
2022	0.8637913404
2023	0.863775623
2024	0.8637643333
2025	0.863752105
2026	0.8637297594
2027	0.8637165043
2028	0.8637040701
2029	0.8636920462
2030	0.863671752
2031	0.863656355
2032	0.863641691
2033	0.8636271733
2034	0.8636170842
2035	0.8636056457
2036	0.863589837
2037	0.8635752891
2038	0.8635604184
2039	0.8635413237
2040	0.863526863
2041	0.8635073862
2042	0.8634946263
2043	0.8634824529
2044	0.863472626
2045	0.8634590442
2046	0.8634217006
2047	0.8634080007
2048	0.8633938605
2049	0.8633844433
2050	0.8633687772
2051	0.8633542843
2052	0.8633411701
2053	0.863322716
2054	0.8633110389
2055	0.8632978653
2056	0.8632798797
2057	0.8632650919
2058	0.8632516536
2059	0.8632398876
2060	0.8632209618
2061	0.8632023877
2062	0.8631826688
2063	0.8631658546
2064	0.8631564937
2065	0.8631420852
2066	0.8631242725
2067	0.8631103037
2068	0.8630983303
2069	0.8630882349
2070	0.863074383
2071	0.8630598852
2072	0.8630386956
2073	0.8630261635
2074	0.8630144825
2075	0.8630014511
2076	0.8629923819
2077	0.8629789393
2078	0.8629653498
2079	0.8629401366
2080	0.862903886
2081	0.8628936709
2082	0.8628808726
2083	0.8628677218
2084	0.8628526041
2085	0.8628354898
2086	0.8628188156
2087	0.8628062511
2088	0.8627993228
2089	0.8627945376
2090	0.8627775104
2091	0.8627660314
2092	0.8627595726
2093	0.8627473008
2094	0.8627162974
2095	0.8627012651
2096	0.8626851461
2097	0.8626705536
2098	0.8626518209
2099	0.862642748
2100	0.8626223997
2101	0.8626130916
2102	0.8625979987
2103	0.8625839334
2104	0.8625743018
2105	0.8625544218
2106	0.8625392985
2107	0.8625249091
2108	0.8625137205
2109	0.8625054097
2110	0.8624927525
2111	0.8624802125
2112	0.8624638545
2113	0.862447085
2114	0.8624314605
2115	0.8624233545
2116	0.8624131632
2117	0.8624028542
2118	0.8623942486
2119	0.8623778596
2120	0.8623662285
2121	0.8623499564
2122	0.862338413
2123	0.8623189681
2124	0.8623014321
2125	0.8622885075
2126	0.8622734383
2127	0.8622566945
2128	0.8622473824
2129	0.8622296393
2130	0.8622115433
2131	0.8622003506
2132	0.8621838991
2133	0.8621666835
2134	0.8621545794
2135	0.8621407125
2136	0.8621318399
2137	0.8621166211
2138	0.8620988165
2139	0.8620908542
2140	0.8620779265
2141	0.8620608556
2142	0.8620418746
2143	0.8620313849
2144	0.8620187794
2145	0.8620077899
2146	0.8619886314
2147	0.861970501
2148	0.861953428
2149	0.8619332985
2150	0.8619173415
2151	0.8618982104
2152	0.8618751408
2153	0.8618620334
2154	0.8618476328
2155	0.861835583
2156	0.8618232099
2157	0.8618115419
2158	0.8617927905
2159	0.8617739211
2160	0.8617641041
2161	0.8617572557
2162	0.8617339472
2163	0.8617192504
2164	0.8617075516
2165	0.8616937951
2166	0.861676893
2167	0.8616624011
2168	0.8616440874
2169	0.8616324757
2170	0.8616039017
2171	0.8615927011
2172	0.8615792366
2173	0.8615563349
2174	0.8615352847
2175	0.8615191734
2176	0.8615030617
2177	0.8614920362
2178	0.8614841566
2179	0.861467662
2180	0.8614534018
2181	0.8614348484
2182	0.861422293
2183	0.8614105902
2184	0.8613986226
2185	0.8613815383
2186	0.8613700996
2187	0.8613593076
2188	0.86134681
2189	0.8613328712
2190	0.8613214318
2191	0.8613039637
2192	0.8612895831
2193	0.8612759669
2194	0.8612658208
2195	0.861249175
2196	0.8612382345
2197	0.8612280585
2198	0.861214559
2199	0.861203971
2200	0.8611918828
2201	0.8611802063
2202	0.8611682943
2203	0.8611499407
2204	0.8611346457
2205	0.8611244096
2206	0.8610917006
2207	0.8610791696
2208	0.8610639616
2209	0.8610446056
2210	0.8610384869
2211	0.8610246608
2212	0.8610155708
2213	0.8610006264
2214	0.8609818868
2215	0.8609700897
2216	0.8609552916
2217	0.8609401403
2218	0.8609263126
2219	0.8609127789
2220	0.8608998041
2221	0.860888506
2222	0.8608775315
2223	0.8608627319
2224	0.8608475789
2225	0.860830366
2226	0.8608190671
2227	0.8608086802
2228	0.8607966747
2229	0.8607814323
2230	0.8607713981
2231	0.8607513292
2232	0.8607339672
2233	0.8607226671
2234	0.8607008608
2235	0.8606877061
2236	0.8606699897
2237	0.8606614845
2238	0.8606445327
2239	0.8606327016
2240	0.8606206349
2241	0.8606070375
2242	0.8605916446
2243	0.8605769872
2244	0.8605664502
2245	0.8605551184
2246	0.8605395774
2247	0.8605242715
2248	0.8605084356
2249	0.8604932764
2250	0.8604775576
2251	0.8604582767
2252	0.8604487685
2253	0.8604346386
2254	0.8604208322
2255	0.8604057892
2256	0.8603885675
2257	0.8603768212
2258	0.8603657518
2259	0.8603564781
2260	0.8603496774
2261	0.8603328373
2262	0.8603143186
2263	0.8602993621
2264	0.860287644
2265	0.8602729519
2266	0.8602580536
2267	0.8602429783
2268	0.8602231327
2269	0.8602080862
2270	0.8602002537
2271	0.8601824389
2272	0.8601665672
2273	0.8601538755
2274	0.8601405064
2275	0.860127726
2276	0.8601116177
2277	0.8600963337
2278	0.8600876756
2279	0.8600667367
2280	0.8600580489
2281	0.8600460035
2282	0.8600323382
2283	0.8600162281
2284	0.8599992342
2285	0.859984714
2286	0.8599664234
2287	0.8599515198
2288	0.8599358205
2289	0.8599264539
2290	0.8599161151
2291	0.8599001796
2292	0.8598898111
2293	0.8598757898
2294	0.8598573202
2295	0.8598495434
2296	0.8598309554
2297	0.8598175812
2298	0.8598038239
2299	0.8597942496
2300	0.8597794902
2301	0.8597639941
2302	0.8597502064
2303	0.8597338259
2304	0.8597190066
2305	0.8596972927
2306	0.8596774345
2307	0.8596642052
2308	0.8596572812
2309	0.8596396908
2310	0.8596247226
2311	0.8596086638
2312	0.8595872123
2313	0.859572803
2314	0.859561134
2315	0.8595458402
2316	0.8595334045
2317	0.8595233263
2318	0.8595057037
2319	0.8594947705
2320	0.8594822162
2321	0.8594622646
2322	0.8594424894
2323	0.859431909
2324	0.8594147857
2325	0.8594034092
2326	0.8593870515
2327	0.8593694851
2328	0.8593561038
2329	0.8593423685
2330	0.8593214999
2331	0.8593075578
2332	0.8592938217
2333	0.8592772851
2334	0.8592649636
2335	0.8592487801
2336	0.8592291179
2337	0.8592114009
2338	0.85919672
2339	0.8591879938
2340	0.8591789138
2341	0.8591656474
2342	0.8591473984
2343	0.8591344853
2344	0.8591194198
2345	0.8591060051
2346	0.8590958923
2347	0.8590842167
2348	0.8590724821
2349	0.8590623394
2350	0.8590436754
2351	0.8590327068
2352	0.8590246867
2353	0.859008027
2354	0.8589924874
2355	0.8589743822
2356	0.8589659782
2357	0.8589472531
2358	0.8589369025
2359	0.8589268762
2360	0.8589174101
2361	0.8589023997
2362	0.8588902202
2363	0.8588777456
2364	0.8588630885
2365	0.8588511149
2366	0.8588400258
2367	0.8588263708
2368	0.85880605
2369	0.8587982932
2370	0.8587851684
2371	0.8587676782
2372	0.8587560572
2373	0.8587362362
2374	0.8587169457
2375	0.8587014304
2376	0.8586902804
2377	0.858676387
2378	0.8586681276
2379	0.8586551188
2380	0.858632965
2381	0.8586185987
2382	0.8586021671
2383	0.8585822835
2384	0.8585721646
2385	0.858554611
2386	0.8585425446
2387	0.8585308025
2388	0.858521509
2389	0.85850838
2390	0.8584923889
2391	0.8584804101
2392	0.858467782
2393	0.8584575141
2394	0.8584432334
2395	0.8584295425
2396	0.8584162941
2397	0.8584002127
2398	0.8583862261
2399	0.8583728589
2400	0.8583565406
2401	0.8583442058
2402	0.8583286838
2403	0.8583164666
2404	0.8582985242
2405	0.8582817028
2406	0.8582704588
2407	0.8582618413
2408	0.8582465539
2409	0.8582273705
2410	0.8582108723
2411	0.8581972958
2412	0.8581828337
2413	0.8581672497
2414	0.8581557681
2415	0.8581415414
2416	0.8581262223
2417	0.8581159504
2418	0.8581013097
2419	0.8580896797
2420	0.8580785513
2421	0.8580711716
2422	0.85806084
2423	0.8580480877
2424	0.8580346562
2425	0.8580268039
2426	0.8580163241
2427	0.8580015342
2428	0.8579916445
2429	0.8579771789
2430	0.8579666395
2431	0.8579495164
2432	0.8579298539
2433	0.857914531
2434	0.8579024556
2435	0.85789038
2436	0.8578789242
2437	0.8578505499
2438	0.8578382964
2439	0.8578246845
2440	0.8578138775
2441	0.8577995269
2442	0.8577903732
2443	0.8577766719
2444	0.8577636791
2445	0.857745105
2446	0.8577336473
2447	0.8577172874
2448	0.8577015768
2449	0.857690148
2450	0.8576734919
2451	0.8576534687
2452	0.8576372549
2453	0.8576234035
2454	0.8576081342
2455	0.8575914765
2456	0.8575754387
2457	0.8575633585
2458	0.8575450459
2459	0.857537957
2460	0.8575225681
2461	0.8575130569
2462	0.8575003851
2463	0.8574789399
2464	0.8574675378
2465	0.8574522952
2466	0.8574419857
2467	0.8574255316
2468	0.8574092544
2469	0.8573937154
2470	0.8573853845
2471	0.857370111
2472	0.8573576143
2473	0.8573453242
2474	0.8573316158
2475	0.8573169026
2476	0.8572959257
2477	0.8572785823
2478	0.8572684185
2479	0.8572531428
2480	0.8572416786
2481	0.8572290618
2482	0.85721284
2483	0.8572022616
2484	0.8571884032
2485	0.8571740126
2486	0.8571647931
2487	0.8571536823
2488	0.8571419803
2489	0.8571285641
2490	0.8571147932
2491	0.8571007265
2492	0.8570853592
2493	0.8570759614
2494	0.8570670364
2495	0.857053294
2496	0.8570404084
2497	0.8570270498
2498	0.8570161736
2499	0.8570046175
2500	0.8569948051
2501	0.8569809729
2502	0.8569629729
2503	0.8569484604
2504	0.856938795
2505	0.8569270014
2506	0.8569121336
2507	0.8568974723
2508	0.8568838159
2509	0.8568711939
2510	0.8568611138
2511	0.8568481663
2512	0.856832558
2513	0.8568181024
2514	0.8567993895
2515	0.8567835143
2516	0.8567706247
2517	0.8567547193
2518	0.8567424797
2519	0.8567268104
2520	0.8567143634
2521	0.856701118
2522	0.8566872219
2523	0.8566776423
2524	0.8566652834
2525	0.8566568271
2526	0.8566428416
2527	0.8566280279
2528	0.8566148107
2529	0.8565985477
2530	0.8565794456
2531	0.8565655475
2532	0.8565497567
2533	0.8565390519
2534	0.8565238224
2535	0.8565127624
2536	0.8564894886
2537	0.8564770677
2538	0.8564639369
2539	0.8564496525
2540	0.8564350129
2541	0.8564193676
2542	0.8564089273
2543	0.8563918914
2544	0.856381155
2545	0.8563683776
2546	0.8563532634
2547	0.8563358123
2548	0.8563277373
2549	0.8563160832
2550	0.8562979509
2551	0.8562869176
2552	0.8562755587
2553	0.8562608274
2554	0.8562442323
2555	0.8562223415
2556	0.8562086743
2557	0.8561896523
2558	0.8561775229
2559	0.8561650384
2560	0.856144477
2561	0.8561302168
2562	0.8561174061
2563	0.8561015774
2564	0.856085926
2565	0.8560718128
2566	0.8560577289
2567	0.8560422542
2568	0.8560260394
2569	0.8560096468
2570	0.8559943784
2571	0.8559810034
2572	0.8559684568
2573	0.8559570641
2574	0.8559463815
2575	0.8559339528
2576	0.8559200442
2577	0.8559054844
2578	0.8558957185
2579	0.8558837626
2580	0.855868699
2581	0.855850794
2582	0.8558315273
2583	0.8558125265
2584	0.8557968697
2585	0.8557862147
2586	0.8557786377
2587	0.855770291
2588	0.8557624475
2589	0.8557521176
2590	0.8557393013
2591	0.8557271952
2592	0.8557127208
2593	0.8556980687
2594	0.8556869684
2595	0.8556751871
2596	0.855668734
2597	0.8556563012
2598	0.8556389543
2599	0.8556261955
2600	0.8556101801
2601	0.8555940459
2602	0.8555823522
2603	0.8555622208
2604	0.8555515333
2605	0.8555337105
2606	0.8555161834
2607	0.8555007285
2608	0.8554873458
2609	0.8554735484
2610	0.8554695217
2611	0.8554542436
2612	0.8554393501
2613	0.8554320069
2614	0.8554243083
2615	0.8554153365
2616	0.8554054169
2617	0.8553920624
2618	0.855377997
2619	0.8553663891
2620	0.8553531524
2621	0.8553409816
2622	0.8553257604
2623	0.8553164617
2624	0.8553072518
2625	0.8552921485
2626	0.8552809541
2627	0.855270263
2628	0.8552556921
2629	0.8552488212
2630	0.8552308144
2631	0.8552156505
2632	0.8552028557
2633	0.8551892018
2634	0.8551752516
2635	0.8551661586
2636	0.8551505788
2637	0.8551373388
2638	0.8551253723
2639	0.8551090809
2640	0.8550980914
2641	0.8550860947
2642	0.855073535
2643	0.8550595828
2644	0.8550495407
2645	0.8550347883
2646	0.8550182878
2647	0.8550010168
2648	0.854986619
2649	0.8549774648
2650	0.8549580895
2651	0.8549413801
2652	0.8549284331
2653	0.8549110418
2654	0.8548967314
2655	0.8548818283
2656	0.8548659767
2657	0.8548508952
2658	0.8548370579
2659	0.8548260946
2660	0.854815546
2661	0.8548067455
2662	0.8547892035
2663	0.8547766394
2664	0.8547659124
2665	0.8547529034
2666	0.8547433615
2667	0.8547283371
2668	0.8547119789
2669	0.8547000953
2670	0.8546832031
2671	0.854673275
2672	0.854659998
2673	0.8546508402
2674	0.8546339767
2675	0.8546233368
2676	0.8546091994
2677	0.8545962474
2678	0.8545851921
2679	0.8545720915
2680	0.8545603541
2681	0.8545472828
2682	0.8545294687
2683	0.8545147666
2684	0.854505963
2685	0.8544973372
2686	0.8544848874
2687	0.8544702142
2688	0.8544608766
2689	0.8544443057
2690	0.8544326555
2691	0.854419523
2692	0.8544067756
2693	0.8543950656
2694	0.8543863497
2695	0.8543763293
2696	0.8543607352
2697	0.8543486391
2698	0.8543312953
2699	0.8543242687
2700	0.8543075173
2701	0.8542930782
2702	0.8542793505
2703	0.854267194
2704	0.8542573205
2705	0.8542413684
2706	0.8542231921
2707	0.8542100859
2708	0.8541996483
2709	0.8541871645
2710	0.8541749178
2711	0.8541666148
2712	0.854155376
2713	0.8541428322
2714	0.8541319786
2715	0.85411896
2716	0.8541068902
2717	0.8540919733
2718	0.8540790727
2719	0.8540682776
2720	0.8540510763
2721	0.854043217
2722	0.8540319173
2723	0.8540167914
2724	0.8540095843
2725	0.854000034
2726	0.8539868354
2727	0.8539776408
2728	0.8539670224
2729	0.8539529928
2730	0.8539431156
2731	0.8539316069
2732	0.85392256
2733	0.8539094789
2734	0.853890554
2735	0.8538793412
2736	0.8538672384
2737	0.8538577162
2738	0.8538483422
2739	0.8538419049
2740	0.8538305135
2741	0.85381752
2742	0.8538088279
2743	0.853802776
2744	0.8537866077
2745	0.8537760759
2746	0.8537646836
2747	0.85375071
2748	0.8537348671
2749	0.8537231479
2750	0.8537142472
2751	0.8537021123
2752	0.853690541
2753	0.853675053
2754	0.8536587043
2755	0.8536437499
2756	0.8536274302
2757	0.8536156799
2758	0.8536049679
2759	0.8535924754
2760	0.8535791816
2761	0.8535634245
2762	0.8535479045
2763	0.8535385865
2764	0.8535287045
2765	0.8535080499
2766	0.853487187
2767	0.8534786399
2768	0.8534637713
2769	0.8534543633
